CRITICAL:root:('a', 'd', 'e', 'c', 'd', 'e', 'c', 'd', 'a', 'a') 1362
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'b', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'b', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'b', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'b', 'd', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'b', 'd', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'b', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'b', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'c', 'd', 'a', 'a') 1362
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'c', 'd', 'a', 'b') 1382
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'c', 'd', 'b', 'a') 1382
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'c', 'd', 'b', 'b') 1402
CRITICAL:root:('d', 'e', 'a', 'c', 'd', 'e', 'c', 'd', 'e', 'a') 1538
CRITICAL:root:('d', 'e', 'a', 'c', 'e', 'd', 'a', 'b', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'c', 'e', 'd', 'b', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'a', 'c', 'a', 'a', 'a', 'a') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'a', 'c', 'a', 'a', 'a', 'b') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'a', 'c', 'a', 'a', 'a', 'c') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'a', 'c', 'a', 'a', 'a', 'd') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'a', 'c', 'a', 'a', 'a', 'e') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'a', 'e', 'c', 'b', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'b', 'e', 'c', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'b', 'e', 'c', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'b', 'e', 'c', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'b', 'e', 'c', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'b', 'e', 'c', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'a', 'd', 'b', 'e', 'c', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'a', 'd', 'b', 'e', 'c', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'a', 'a', 'a', 'a', 'a') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'a', 'a', 'a', 'a', 'b') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'a', 'a', 'a', 'a', 'c') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'a', 'a', 'a', 'a', 'd') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'a', 'a', 'a', 'a', 'e') 953
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'a', 'b', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'a', 'd', 'b', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'a', 'd', 'b', 'b') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'a', 'd', 'c', 'a') 1362
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'a', 'd', 'c', 'b') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'a') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'b') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'c') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'd') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'a', 'e') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'b', 'a') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'b', 'b') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'b', 'c') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'b', 'd') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'b', 'e') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'c', 'a') 1362
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'a', 'c', 'b') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'a', 'a') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'a', 'b') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'a', 'c') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'a', 'd') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'a', 'e') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'b', 'a') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'b', 'b') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'b', 'c') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'b', 'd') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'b', 'e') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'b', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'a', 'a') 1309
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'a', 'b') 1309
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'a', 'c') 1309
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'a', 'd') 1309
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'a', 'e') 1309
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'b', 'a') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'b', 'b') 1402
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'e', 'a') 1538
CRITICAL:root:('d', 'e', 'a', 'd', 'c', 'e', 'd', 'c', 'e', 'b') 1558
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'a', 'c', 'b', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'b', 'c', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'b', 'c', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'b', 'c', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'b', 'c', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'b', 'c', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'b', 'c', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'b', 'c', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'a', 'b', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'a', 'd', 'b', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'a', 'd', 'b', 'b') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'a', 'd', 'c', 'a') 1362
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'a', 'd', 'c', 'b') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'b') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'c') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'd') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'a', 'e') 1249
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'b', 'a') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'b', 'b') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'b', 'c') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'b', 'd') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'b', 'e') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'c', 'a') 1362
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'a', 'c', 'b') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'a', 'a') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'a', 'b') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'a', 'c') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'a', 'd') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'a', 'e') 1269
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'b', 'a') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'b', 'b') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'b', 'c') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'b', 'd') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'b', 'e') 1289
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'b', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'a', 'a') 1425
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'a', 'b') 1425
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'a', 'c') 1425
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'a', 'd') 1425
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'a', 'e') 1425
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'b', 'a') 1498
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'b', 'b') 1518
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'c', 'a') 1538
CRITICAL:root:('d', 'e', 'a', 'd', 'e', 'c', 'd', 'e', 'c', 'b') 1558
CRITICAL:root:('d', 'e', 'b', 'a', 'd', 'e', 'c', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'a', 'd', 'e', 'c', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'a', 'd', 'e', 'c', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'b', 'a', 'd', 'e', 'c', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'a', 'd', 'e', 'c', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'a', 'd', 'e', 'c', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'b', 'a', 'd', 'e', 'c', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'b', 'a', 'e', 'd', 'c', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'b', 'd', 'e', 'c', 'd', 'a', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'b', 'd', 'e', 'c', 'd', 'a', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'b', 'd', 'e', 'c', 'd', 'b', 'a') 1362
CRITICAL:root:('d', 'e', 'b', 'b', 'd', 'e', 'c', 'd', 'b', 'b') 1382
CRITICAL:root:('d', 'e', 'b', 'b', 'd', 'e', 'c', 'd', 'e', 'a') 1518
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'd', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'd', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'a', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'b', 'd', 'a', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'b', 'd', 'a', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'b', 'd', 'b', 'a') 1362
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'b', 'd', 'b', 'b') 1382
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'b', 'd', 'c', 'a') 1402
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'b', 'd', 'e', 'a') 1518
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'c', 'd', 'a', 'a') 1382
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'c', 'd', 'a', 'b') 1402
CRITICAL:root:('d', 'e', 'b', 'c', 'd', 'e', 'c', 'd', 'b', 'a') 1402
CRITICAL:root:('d', 'e', 'b', 'c', 'e', 'd', 'a', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'a', 'e', 'c', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'a', 'e', 'c', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'a', 'e', 'c', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'a', 'e', 'c', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'a', 'e', 'c', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'a', 'e', 'c', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'b', 'd', 'a', 'e', 'c', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'b', 'e', 'c', 'd', 'a', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'b', 'e', 'c', 'd', 'a', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'b', 'e', 'c', 'd', 'b', 'a') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'b', 'e', 'c', 'd', 'b', 'b') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'b', 'e', 'c', 'd', 'e', 'a') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'd', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'd', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'a', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'b', 'd', 'a', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'b', 'd', 'a', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'b', 'd', 'b', 'a') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'b', 'd', 'b', 'b') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'b', 'd', 'c', 'a') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'b', 'd', 'e', 'a') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'a', 'a') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'a', 'b') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'a', 'c') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'a', 'd') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'a', 'e') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'b', 'a') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'b', 'b') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'b', 'c') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'b', 'd') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'b', 'e') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'a', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'a', 'a') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'a', 'b') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'a', 'c') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'a', 'd') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'a', 'e') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'b', 'a') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'b', 'b') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'c', 'a') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'c', 'b') 1422
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'e', 'a') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'b', 'e', 'b') 1538
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'c', 'a', 'a') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'c', 'a', 'b') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'c', 'b', 'a') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'c', 'b', 'b') 1422
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'c', 'e', 'a') 1558
CRITICAL:root:('d', 'e', 'b', 'd', 'c', 'e', 'd', 'c', 'e', 'b') 1578
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'a', 'c', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'a', 'c', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'a', 'c', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'a', 'c', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'a', 'c', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'a', 'c', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'a', 'c', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'b', 'c', 'd', 'a', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'b', 'c', 'd', 'a', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'b', 'c', 'd', 'b', 'a') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'b', 'c', 'd', 'b', 'b') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'b', 'c', 'd', 'e', 'a') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'a', 'd', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'd', 'a', 'a') 1322
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'd', 'a', 'b') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'd', 'b', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'd', 'b', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'd', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'd', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'd', 'e', 'a') 1498
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'a', 'd', 'e', 'b') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'b', 'd', 'a', 'a') 1342
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'b', 'd', 'a', 'b') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'b', 'd', 'b', 'a') 1362
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'b', 'd', 'b', 'b') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'b', 'd', 'c', 'a') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'b', 'd', 'e', 'a') 1518
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'a', 'a') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'a', 'b') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'a', 'c') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'a', 'd') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'a', 'e') 1269
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'b', 'a') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'b', 'b') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'b', 'c') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'b', 'd') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'b', 'e') 1289
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'c', 'a') 1382
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'c', 'b') 1402
CRITICAL:root:('d', 'e', 'b', 'd', 'e', 'c', 'd', 'a', 'e', 'a') 1498
